/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_51_982.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_51_982.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_51_982.jpg,0,1,0,6.244972
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_131.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_131.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_131.jpg,0,1,0,7.843442
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_274.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_274.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_274.jpg,0,1,0,9.420219
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_355.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_355.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_355.jpg,0,1,0,10.31153
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_422.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_422.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_422.jpg,0,1,0,11.1958
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_502.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_502.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_502.jpg,0,1,0,11.82535
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_604.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_604.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_604.jpg,0,1,0,12.69818
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_759.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_759.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_759.jpg,-0.2,1,0,14.00023
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_820.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_820.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_820.jpg,-0.4,1,0,14.97373
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_52_932.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_52_932.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_52_932.jpg,0,1,0,16.5013
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_53_063.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_53_063.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_53_063.jpg,0,1,0,17.91741
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_53_129.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_53_129.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_53_129.jpg,0,1,0,18.55894
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_53_202.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_53_202.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_53_202.jpg,0,1,0,19.37605
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_53_274.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_53_274.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_53_274.jpg,-0.15,1,0,19.96464
/home/horky/Desktop/data/IMG/center_2019_10_24_23_25_53_407.jpg,/home/horky/Desktop/data/IMG/left_2019_10_24_23_25_53_407.jpg,/home/horky/Desktop/data/IMG/right_2019_10_24_23_25_53_407.jpg,-0.5000001,1,0,21.24533
